x,y
-25.95905,3.4148693
-3.675764,30.085049
-11.725782,-26.620756
2.112806,-8.6414795
33.4444,8.518187
-25.991875,3.3801296
3.903392,-5.350519
20.93537,12.494743
-33.42786,4.6836705
20.523615,12.738882
-26.055885,3.198203
-27.145153,1.9273231
-25.95905,3.414869
-26.028662,3.3974946
-27.134678,3.704916
-11.725815,-26.62086
2.4826016,-7.6858783
-3.673863,30.080673
-3.675215,30.08413
-3.8867822,27.927366
-3.6738627,30.080673
-3.6916907,29.918308
-4.9669147,29.709826
-12.424749,-26.817781
3.014672,-8.128213
-11.722823,-26.606007
2.7757561,-7.793583
-11.769149,-26.720644
2.247405,-7.7063465
-11.774776,-26.728819
2.4371784,-8.771118
-12.520288,-26.176731
1.964438,-8.450198
-11.158765,-32.70605
33.261936,8.002019
33.01548,8.714175
30.977018,7.5476866
33.20352,7.9731317
33.182926,8.705919
33.486855,8.331684
20.93537,12.494743
-33.405106,4.647716
20.523615,12.738882
3.9033802,-5.350673
22.256966,11.870398
-26.095654,3.1631513
4.536474,-5.5400667
-27.163054,1.9201931
-25.991873,3.3801296
-26.072067,3.280337
-27.16479,3.6891627
3.9258978,-5.3550653
3.903338,-5.3504944
7.2349033,-10.050714
-10.194688,-27.9493
4.7115054,-7.157899
7.3551354,-9.093739
21.265806,12.781853
-33.373028,4.5771976
20.519983,12.809491
20.93537,12.494743
21.17401,12.800863
-33.589653,4.1840763
21.02383,13.186792
-33.42786,4.6836705
20.523615,12.738882
-33.469093,4.697903
20.653477,13.115214
-33.86591,4.6227093
-27.675589,1.3039987
-26.055885,3.198203
-26.133745,3.173707
-27.210493,3.6713517
-27.145576,1.9271895
-27.175959,1.921276
-27.970747,2.265154
-26.028662,3.3974946
-27.134691,3.704833
-27.193203,3.6841562
-12.061944,-26.92615
1.8844728,-8.278529
-12.1609125,-25.961887
1.9597144,-8.441652
-12.118226,-25.959581
2.82996,-8.71419
-12.366867,-26.86218
3.0146728,-8.128214
-10.979938,-33.073826
-3.6748168,30.08359
-3.8863804,27.927391
-3.6734748,30.08015
-3.6917818,29.918419
-4.9679747,29.710468
-3.8863804,27.927391
-3.6738632,30.080673
-3.6916072,29.9182
-4.966915,29.709826
-3.8863783,27.927393
-3.9212506,27.893406
-4.869893,27.800667
-3.6916072,29.9182
-4.966866,29.71066
-5.0105777,29.663528
-12.407531,-26.832903
2.8085117,-7.8399196
-11.768872,-26.20481
2.1475642,-7.7515206
-12.040578,-26.920218
2.8183706,-7.913067
-12.520528,-26.177015
2.460935,-7.680578
-10.949525,-33.02578
-11.83175,-26.107555
1.9557942,-7.847706
-12.582473,-26.52964
2.4695683,-8.248942
-12.520578,-26.177094
2.229312,-8.806143
-11.292616,-32.75398
-10.345536,-25.704655
1.9370215,-7.946714
-11.831754,-26.10755
3.011355,-8.147199
-11.218759,-33.157623
-12.062136,-26.926176
2.5002482,-8.8444195
-11.358025,-33.02369
-11.194579,-33.164135
32.897522,8.63736
30.982231,7.547479
33.264637,8.681379
32.828945,8.278304
33.010666,7.9905195
30.435175,8.048554
32.806107,8.366676
33.11722,7.9706297
33.486935,8.33271
30.980967,7.5475125
30.977112,7.5474606
30.981379,7.547775
32.841904,8.538415
33.31366,8.045146
33.277412,8.67318
6.315537,-10.123603
23.699299,11.253288
21.767746,12.299658
-33.3718,4.559003
20.705656,13.140573
4.535932,-5.5406036
20.93537,12.494743
20.924618,12.4960575
-33.59583,4.1804366
21.02383,13.186792
-33.405106,4.647716
20.523615,12.738882
-33.470734,4.6874533
20.653477,13.115214
-33.86983,4.615163
3.926148,-5.3552957
3.9033368,-5.3504925
7.235692,-10.050689
-10.194577,-27.951916
4.7115827,-7.1575537
7.3552084,-9.093686
30.384354,-1.5408528
22.536116,11.492103
22.249382,11.87531
-27.805859,0.7650489
22.217216,11.898977
-26.095654,3.1631513
-26.16408,3.1549873
-27.240349,3.6572084
4.536338,-5.5392084
7.3308477,-10.095335
-10.042498,-28.040974
4.899908,-6.5913687
7.3794994,-9.04352
-27.162983,1.9200503
-27.193937,1.9144521
-27.983389,2.2590423
-26.072067,3.280337
-27.16479,3.689163
-27.221786,3.6673071
3.9249513,-5.3553343
7.234843,-10.050722
-10.1786,-27.95834
4.726136,-7.1279283
7.357225,-9.0875845
7.234247,-10.050732
-10.195405,-27.94863
4.711504,-7.157909
-10.401,-32.148964
7.3551664,-9.09374
21.265806,12.781853
21.269817,12.809431
23.720545,11.253783
-33.630367,4.032189
21.227053,13.126036
-33.373028,4.5771976
20.519983,12.809491
-33.380405,4.555321
20.713017,13.153545
-33.878067,4.6017766
20.924618,12.4960575
-33.589657,4.184076
21.02383,13.186792
-33.60565,4.1796875
21.002848,13.207507
-33.921986,4.2213807
-33.469093,4.697903
20.653477,13.115214
-33.86591,4.6227093
-33.875175,4.610408
-27.677446,1.3039598
-27.689613,1.3064684
-28.103788,1.4503093
-26.133745,3.173707
-27.210493,3.6713512
-27.265785,3.652918
-27.176905,1.9213048
-27.970846,2.2657485
-27.993658,2.2617779
-27.19249,3.6842
-12.5826645,-26.52843
2.8438656,-8.696562
-12.061944,-26.92615
2.2378495,-7.713912
-11.831642,-26.107664
2.511669,-7.6626673
-11.221616,-33.156536
-10.342116,-25.707088
3.0374882,-8.371847
-12.167082,-25.96244
2.1308472,-8.664853
-11.34829,-33.04471
-11.698876,-26.38615
1.9318389,-8.033783
-10.928265,-32.91933
-10.943957,-33.014614
-3.886784,27.92737
-3.6752172,30.084131
-3.6916416,29.918135
-4.96707,29.710888
-3.8867838,27.92736
-3.9215572,27.893383
-4.869722,27.800503
-3.6916072,29.9182
-4.9667706,29.710556
-5.0105777,29.66353
-3.8867853,27.927366
-3.9215572,27.893383
-4.869875,27.800516
-3.691608,29.918201
-4.967022,29.710835
-5.0105786,29.66353
-3.9215388,27.892452
-4.8697224,27.800505
-4.890743,27.786125
-5.010578,29.663528
2.4024,-5.7384324
-12.167165,-25.96245
3.0125453,-8.4844475
-12.410457,-26.830612
2.6238546,-8.815002
-12.520458,-26.176908
1.8980073,-8.324119
-11.316592,-32.775646
-10.471942,-25.225641
2.170432,-6.0051756
-12.21754,-25.970304
1.9501469,-7.9810605
-10.92835,-32.918064
-12.582489,-26.529665
2.8839626,-8.669993
-11.36086,-33.011284
-11.372863,-32.964813
-10.342253,-25.70399
2.817308,-7.833276
-11.701343,-26.38269
2.6272922,-8.811138
-11.292607,-32.753975
-12.582489,-26.529665
3.0456285,-8.383433
-10.940757,-33.00717
-11.158762,-32.70605
