116,71,0,0,60,116,0,59,116,59,116,116,116,116,116,0,0,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,59,116,59,0,59,116,0,116,116,116,116,0,0,0,0,0,0,59,116,59,59,59,116,59,116,59,116,59,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,48,59,116,59,0,59,59,116,59,116,59,116,59,116,0,0,0,0,0,0,48,59,59,116,59,116,116,116,0,0,0,0,0,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0,59,59,48,116,59,116,59,116,59,116,59,116,59,116,59,116,116,59,116,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45,0,0,0,0,0
71,99,0,0,48,71,0,48,99,48,71,71,71,71,71,0,0,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,99,48,0,35,71,0,71,71,71,71,0,0,0,0,0,0,48,99,48,48,48,99,48,99,48,99,48,99,71,71,71,71,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,38,48,99,48,0,48,48,99,48,99,48,99,48,99,0,0,0,0,0,0,30,35,35,71,35,71,71,71,0,0,0,0,0,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,48,48,38,99,48,99,48,99,48,99,48,99,48,99,48,99,99,48,99,99,71,71,71,71,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,32,48,48,48,48,48,48,48,48,48,48,33,0,0,0,0,0
0,0,87,41,0,0,41,0,0,0,0,0,0,0,0,87,41,0,0,0,0,0,0,87,41,87,41,87,41,87,41,87,41,87,0,0,0,0,0,0,0,0,0,41,13,0,41,0,0,0,0,41,41,40,87,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,41,87,41,87,41,87,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,41,87,41,87,41,87,41,87,87,41,87,41,87,41,87,87,41,87,41,87,87,41,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,13,0,0,41,0,0,0,0,0,0,0,0,0,41,41,40,87,41,29,40,41,13,29,13,0,0,0,41,40,87,41,29,0,0,0,0,0,0,41,40,87,41,29,40,87,41,87,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,41,87,41,87,41,87,87,41,87,41,87,87,41,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,87,41,87,41,87,41,87,87,41,87,41,87,87,41,87,87,87,41,87,41,87,87,41,87,87,87,41,87,87,87,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,28,42,42,42,42,42
0,0,41,45,0,0,41,0,0,0,0,0,0,0,0,41,45,0,0,0,0,0,0,41,45,41,45,41,45,41,45,41,45,45,0,0,0,0,0,0,0,0,0,41,13,0,41,0,0,0,0,41,41,22,41,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,41,45,41,45,41,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,41,45,41,45,41,45,45,41,45,41,45,41,45,45,41,45,41,45,45,41,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,13,0,0,41,0,0,0,0,0,0,0,0,0,41,41,22,41,45,14,20,41,13,13,14,0,0,0,41,22,41,45,14,0,0,0,0,0,0,41,22,41,45,14,22,41,45,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,41,45,41,45,45,41,45,41,45,45,41,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,45,41,45,41,45,45,41,45,41,45,45,41,45,45,45,41,45,41,45,45,41,45,45,45,41,45,45,45,45,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,23,23,23,23,23
60,48,0,0,81,60,0,36,81,36,60,60,60,60,60,0,0,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,36,81,36,0,29,60,0,60,60,60,60,0,0,0,0,0,0,36,81,36,36,36,81,36,81,36,81,36,81,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0,26,36,81,36,0,36,36,81,36,81,36,81,36,81,0,0,0,0,0,0,21,29,29,60,29,60,60,60,0,0,0,0,0,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,36,36,26,81,36,81,36,81,36,81,36,81,36,81,36,81,81,36,81,81,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,81,81,81,81,60,81,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0
116,71,0,0,60,117,0,59,116,59,116,116,116,116,116,0,0,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,59,117,59,0,59,117,0,117,117,117,117,0,0,0,0,0,0,59,116,59,59,59,116,59,116,59,116,59,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,49,59,117,59,0,59,59,117,59,117,59,117,59,117,0,0,0,0,0,0,49,59,59,117,59,117,117,117,0,0,0,0,0,117,117,117,117,117,117,0,0,0,0,0,0,0,0,0,0,59,59,48,116,59,116,59,116,59,116,59,116,59,116,59,116,116,59,116,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,46,0,0,0,0,0
0,0,41,41,0,0,45,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,45,17,0,45,0,0,0,0,45,45,21,45,45,17,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,8,17,0,0,45,0,0,0,0,0,0,0,0,0,45,45,21,45,45,17,21,45,17,17,17,0,0,0,45,21,45,45,17,0,0,0,0,0,0,45,21,45,45,17,21,45,45,45,17,4,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,3,0,0,0,0,0,0,0,0,0,8,2,2,2,0,0,0,0,0,0,0,16,21,21,21,21,19
59,48,0,0,36,59,0,84,80,80,59,63,59,59,59,0,0,48,48,52,48,48,48,0,0,0,0,0,0,0,0,0,0,0,36,36,37,36,36,36,84,80,80,0,63,59,4,63,59,59,59,0,0,0,0,0,0,84,80,80,84,84,84,84,80,80,80,80,80,63,59,59,59,63,63,63,59,59,59,0,0,0,0,0,0,0,0,0,48,52,48,48,48,52,48,48,48,52,52,52,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,36,36,36,37,36,36,36,37,37,37,36,36,36,0,24,84,80,80,4,84,84,84,84,80,80,80,80,80,0,0,0,0,0,0,18,63,63,63,63,59,59,59,4,1,4,4,4,63,63,63,59,59,59,0,0,0,0,0,0,0,0,0,0,84,84,24,84,84,80,80,80,80,80,84,84,84,84,84,84,80,80,80,80,63,63,63,59,59,59,63,63,63,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,48,48,52,52,52,48,48,48,52,52,52,48,48,48,52,52,52,48,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,36,36,37,37,37,36,36,36,30,37,37,37,36,36,36,37,37,37,36,27,0,0,0,0,0
116,99,0,0,81,116,0,80,160,80,116,116,116,116,116,0,0,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,80,160,80,0,59,116,0,116,116,116,116,0,0,0,0,0,0,80,160,80,80,80,160,80,160,80,160,80,160,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0,62,80,160,80,0,80,80,160,80,160,80,160,80,160,0,0,0,0,0,0,48,59,59,116,59,116,116,116,0,0,0,0,0,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0,80,80,62,160,80,160,80,160,80,160,80,160,80,160,80,160,160,80,160,160,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,6,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,81,81,81,81,60,81,81,81,81,81,81,81,81,81,81,45,0,0,0,0,0
59,48,0,0,36,59,0,80,80,87,59,59,59,59,65,0,0,48,48,48,48,48,52,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,36,36,80,80,87,0,59,59,0,59,59,59,65,0,0,0,0,0,0,80,80,87,80,80,80,87,80,87,80,87,87,59,59,59,65,59,59,65,59,65,65,0,0,0,0,0,0,0,0,0,48,48,48,48,52,48,48,48,52,48,48,52,48,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,0,23,80,80,87,0,80,80,80,87,80,87,80,87,87,0,0,0,0,0,0,17,59,59,59,65,59,59,65,0,0,0,0,0,59,59,65,59,65,65,0,0,0,0,0,0,0,0,0,0,80,80,26,80,87,80,87,80,87,87,80,80,87,80,87,87,80,87,87,87,59,59,65,59,65,65,59,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,52,48,48,52,48,52,52,48,48,52,48,52,52,48,52,52,52,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,36,36,36,36,36,36,29,36,36,36,36,36,36,36,36,36,36,24,0,0,0,0,0
116,71,0,0,60,116,0,59,116,59,118,116,116,116,116,0,0,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,59,116,59,0,60,118,0,116,116,116,116,1,0,0,0,0,0,60,118,60,59,59,116,59,116,59,116,59,116,118,118,118,118,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,48,60,118,60,0,59,59,116,59,116,59,116,59,116,1,0,0,0,0,0,48,60,60,118,60,118,118,118,0,0,0,0,0,116,116,116,116,116,116,1,0,2,1,2,0,0,0,0,0,60,60,48,118,60,118,60,118,60,118,59,116,59,116,59,116,116,59,116,116,118,118,118,118,118,118,116,116,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,47,0,0,0,0,0
116,71,0,0,60,116,0,63,116,59,116,127,116,116,116,0,0,71,71,80,71,71,71,0,0,0,0,0,0,0,0,0,0,0,60,60,63,60,60,60,63,116,59,0,63,116,4,127,116,116,116,0,0,0,0,0,0,63,116,59,63,63,127,63,116,59,116,59,116,127,116,116,116,127,127,127,116,116,116,0,0,0,0,0,0,0,0,0,71,80,71,71,71,80,71,71,71,80,80,80,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,63,60,60,60,63,60,60,60,63,63,63,60,60,60,0,54,63,116,59,4,63,63,127,63,116,59,116,59,116,0,0,0,0,0,0,54,63,63,127,63,116,116,116,4,6,11,4,11,127,127,127,116,116,116,0,0,0,0,0,0,0,0,0,0,63,63,54,127,63,116,59,116,59,116,63,127,63,127,63,127,116,59,116,116,127,127,127,116,116,116,127,127,127,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,71,71,71,80,80,80,71,71,71,80,80,80,71,71,71,80,80,80,71,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,60,60,60,63,63,63,60,60,60,63,63,63,63,60,60,60,63,63,63,60,52,0,1,0,0,0
