x,y
21.935122,3.9062095
-4.2712593,13.476267
-10.3180485,5.697638
-6.9859996,-15.984109
-1.4450736,15.33183
21.74197,3.7100582
21.924847,3.1579552
24.183773,-1.336097
-0.12578195,15.924927
20.833569,5.2518826
22.506075,3.1103334
20.847359,5.2159076
21.709286,3.7794328
23.161028,1.2483023
5.7473474,16.034838
-11.097196,5.685666
-5.89759,-15.840383
-4.2950206,13.463306
-3.3569717,14.085828
-4.6448135,13.177833
-4.3570466,13.412195
4.610608,16.15291
-6.212665,-16.514858
-10.809042,6.4096966
-6.2416196,-16.122894
-10.3180485,5.697638
-6.163131,-15.45067
-10.3180485,5.697638
-6.5448155,-15.703892
-11.153037,6.039125
-6.986,-15.98411
-8.047063,9.550736
-11.77092,-0.08938789
-1.1432259,-21.133318
-1.2615517,15.535037
0.6801892,15.964515
3.6716838,16.166992
-1.4457616,15.336062
9.175316,15.462312
-1.4457616,15.336062
24.188046,-1.3520449
-0.15395553,15.916314
21.118225,5.36475
22.394129,3.3212798
24.405493,-4.3001432
22.107603,2.8403456
22.499327,3.1184275
20.969917,5.038692
22.017178,3.798678
23.185623,1.1827487
5.88483,16.015135
22.558104,2.5101466
23.681967,0.42878604
-3.0615635,-19.42742
-0.87250257,15.1794815
-10.197993,6.8634543
12.289544,13.895616
24.44306,-3.593538
1.8875645,16.025492
21.466545,4.5040846
24.169117,-1.2757814
24.412077,-2.6407788
-0.02488247,15.431443
20.439152,6.0730357
-0.15297441,15.35066
20.92269,5.4872537
9.963354,15.261791
23.599806,0.80493855
-11.785467,1.2096336
24.434416,-2.863531
22.068766,2.87925
23.281363,0.5057473
6.8720465,15.835109
21.096994,5.3726463
22.350096,3.3876753
-0.48272878,15.782782
23.16103,1.2483023
5.747348,16.03484
9.860645,14.792764
-10.739327,5.4608927
-5.89759,-15.840383
-11.097196,5.685666
-6.7671537,-16.402252
-10.805609,5.4574323
-6.7025466,-16.419302
-8.399903,9.433447
-11.786717,-0.31977522
-1.0686313,-20.53566
-3.4012036,14.061428
-4.672838,13.155796
-7.320535,10.7646675
4.547226,16.157883
-6.2768226,-16.574661
-3.8232377,13.79599
-3.4924874,13.993993
6.3234615,15.941608
-6.9970617,-15.1235695
-4.738164,13.09871
3.1429775,16.16345
-5.4814963,-17.348982
4.4233465,16.164423
-5.8659024,-16.344965
-11.779515,1.3121723
-10.809042,6.4096966
-6.2481594,-16.126358
-10.255851,6.1286726
-6.7176666,-16.41519
-10.624881,6.357865
-6.2925587,-15.436275
-7.9658885,9.834201
-11.966214,-0.49044272
-1.6153795,-21.159086
-10.3180485,5.697638
-6.163132,-15.450672
-11.153037,6.039125
-6.9859996,-15.98411
-8.507436,9.948113
-12.373895,0.00171915
-1.5108945,-21.185465
-10.26021,6.015134
-6.986001,-15.984111
-8.047063,9.550736
-12.373896,0.001718847
-1.0785456,-20.523077
-8.559406,9.889758
-11.77092,-0.08938789
-1.1780543,-21.162176
-1.9228214,-20.619595
0.8507572,15.885594
3.8419888,16.236124
-6.314597,11.7082205
9.187935,15.105515
-1.0791452,15.0509205
12.03332,14.052986
0.680189,15.964515
10.350224,14.618442
0.73172486,15.699734
3.6716835,16.166992
11.096546,14.635448
3.6716838,16.166992
9.097555,15.229136
-1.331771,15.042296
9.175316,15.462312
1.482796,-18.551218
24.429659,-2.8317223
24.445173,-3.4854608
1.8124564,16.016478
21.48376,4.4896064
22.570251,2.5118756
24.105768,-1.0755657
24.414347,-2.6483335
0.08421774,15.906269
20.46935,6.0465126
-3.8133352,13.809273
20.706219,5.7290764
9.780767,14.827123
23.232014,0.5980653
-11.784427,1.2196
22.729872,2.133279
23.671522,0.37072888
-3.0834398,-19.408855
-0.9540504,15.59596
-10.128642,6.951878
12.329461,13.872674
12.419232,13.82584
24.021532,-0.7965515
24.395834,-4.4099283
24.273163,-1.7763449
24.103712,-1.0501255
22.516552,3.059916
23.294863,0.48424378
6.985912,15.812527
23.547794,0.2951187
-2.8978267,-19.568464
-1.3665178,15.056613
-10.3354845,6.6237307
8.996159,15.344303
21.230488,5.1508675
22.078392,2.868647
0.15268871,15.897936
23.177237,1.1266333
5.746923,16.034822
9.939771,14.767509
23.721346,-0.01866721
-3.1319983,-19.36546
0.020828556,15.423577
-8.99933,8.669817
12.57964,13.722696
-3.5818245,-18.965948
4.068263,16.181278
-7.072118,10.995608
-2.9919126,-19.486279
19.758675,6.863705
24.40381,-4.3220086
24.418272,-4.13462
21.673399,4.120729
12.889601,13.49715
24.075085,-0.98648167
1.6523647,16.001003
21.393688,4.6627116
10.643653,14.544897
23.715015,0.002814639
-11.597855,2.2931867
24.408682,-2.606755
-0.20005667,15.32033
20.396868,6.1290135
9.622906,15.365075
22.58241,2.4017267
-11.951277,0.41393578
9.891569,15.29119
23.521236,0.9464665
-11.8531065,1.1271509
-7.776716,10.349286
24.415854,-4.166208
24.445604,-3.187774
20.047604,6.55741
23.668222,0.66360766
6.8724737,15.836266
10.554532,14.554556
21.926006,3.153406
-0.48273018,15.782784
5.152079,16.103174
10.0438175,15.261343
-10.739327,5.4608927
-6.7671537,-16.402252
-10.983841,5.532605
-5.89501,-15.874781
-8.475105,9.475926
-12.404496,-0.3474442
-0.99936074,-21.006737
-11.150207,6.0510893
-5.942194,-15.66859
-8.399295,9.432791
-12.404496,-0.3474436
-1.0686303,-20.53566
-8.5386,9.476121
-11.873038,-0.4268601
-1.0054837,-21.024305
-1.9344053,-20.653175
-3.834398,13.797681
-6.210125,11.803712
6.2717323,15.9540615
-6.958963,-15.117158
-7.56704,10.523329
3.066701,16.156147
-5.469688,-17.346434
-1.308456,15.032834
-5.061421,-17.684696
-11.783964,1.281641
-3.9357967,13.723119
5.210142,16.098375
-5.870551,-16.655014
6.1729655,15.970063
-6.900425,-15.144787
-11.266795,3.8174312
2.9189749,16.137419
-5.427232,-17.38063
-12.196043,-0.59410304
-11.787848,1.1715417
11.719589,14.196759
-10.8449335,6.3966146
-6.9173884,-15.690185
-10.254236,6.1461873
-6.2925587,-15.436275
-8.248868,10.100238
-12.239823,-0.48865148
-1.6153795,-21.159086
-11.239357,3.9575787
-5.1954436,-17.594513
-7.958172,9.81233
-11.789394,-0.3101558
-1.6440804,-21.155832
-8.261985,10.098454
-11.76825,-0.095860474
-1.1518384,-20.483292
-1.7273386,-20.344297
-10.977259,6.326376
-6.607451,-15.626839
-8.507436,9.948114
-12.373895,0.001718752
-1.0785452,-20.523077
-8.559406,9.889758
-12.373895,0.00171915
-1.5071654,-21.192894
-1.9228214,-20.619595
-7.970741,9.692999
-12.373895,0.001718752
-1.0029364,-20.943121
-1.7149285,-20.34786
-1.7123395,-20.347311
21.392471,4.424398
-4.9759784,12.900554
10.585064,15.061066
0.8507572,15.885594
-3.7851942,13.820287
11.123868,14.540507
3.8419888,16.236124
2.4592333,16.096125
-6.314597,11.7082205
9.187935,15.105515
24.396852,-4.39991
12.777199,13.592167
20.319864,6.2183275
12.03332,14.052986
10.544736,15.077905
0.73172504,15.699734
10.544776,15.078174
11.096546,14.635448
3.6716838,16.166992
11.096546,14.635448
9.175316,15.462312
24.10374,-1.0400857
1.4832325,-18.548576
1.4845599,-18.551699
1.4829159,-18.553495
1.4800845,-18.5557
1.4886378,-18.545393
