code,work,1,11,2,21,3,31,4,41,5,51,6,61,7,71,8,81,9,91
g7uoijja,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,1,-4,0,-10
8g2iaxf0,15,0,-15,0,-15,0,-15,0,-15,0,-15,0,-16,1,-15,1,-21,0,-32.5
1yemb6kz,39,1,9,1,7.52,1,4,1,6.4,1,6.52,3,3.37,1,6.768,1,3.37,0,8.37
x6cv314a,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-20.5
26ovv9nz,39,1,9,1,7.38,1,4,1,4.08,1,4.38,3,5.56,1,6.642,1,5.56,0,10.56
qrj0woux,9,0,-21,0,-21,0,-21,0,-21,0,-21,0,-22,1,-21,3,-27,0,-64.5
edydbr11,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-6,1,-6,2,-21,0,-35
i3ugntg2,18,0,-12,0,-12,0,-12,0,-12,0,-12,3,-13,1,-12,1,-13,0,-13.5
nil7z8nt,30,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,1,-16,0,-26.5
i3wgnab9,18,0,-12,0,-12,0,-12,0,-12,0,-12,3,-13,1,-12,1,-13,0,-18.5
7rmwik5s,30,0,0,0,0,0,0,0,0,0,0,3,-1,1,0,0,-1,0,19
mzj836b0,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,1,-4,0,1
1gblxsq7,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,1,-6,0,-11,0,-11
t9m6tgki,24,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,1,-6,1,-17,0,-22.5
4hjk8ew7,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,1,-4,0,-14.5
luq8s82b,36,1,6,1,1.71,1,1,1,1.2,1,1.14,3,1.14,1,1.539,1,1.14,0,3.64
96b2y1fq,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,1,-8,0,-10.5
iuy2mq1n,30,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,2,-16,0,-37
zca7zxyf,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-6,0,-17
jj2wn94h,36,1,6,1,0.75,1,1,1,1.6,1,1.75,3,-0.42,1,0.675,0,-0.42,0,14.08
68araqh7,30,0,0,0,0,0,0,0,0,0,0,3,-1,1,0,1,-1,0,-4
zzpnlqei,18,0,-12,0,-12,0,-12,0,-12,0,-12,0,-12,1,-12,1,-17,0,-7
v5p7lv20,45,1,15,1,20.2,1,10,1,16,1,15.2,3,11.18,1,18.18,1,11.18,0,21.18
11qpbunz,18,0,-12,0,-12,0,-12,0,-12,0,-12,1,-13,1,-12,3,-23,0,-73
yaiqosbx,42,1,12,1,7.45,0,7,1,7,0,7.45,3,6.66,1,6.705,1,6.66,0,3.16
xp91b3qj,42,1,12,1,7.7,1,7,1,9.1,1,9.7,3,2.83,1,6.93,1,2.83,0,5.33
9t4dpmrw,33,0,3,0,0,0,3,1,3,1,3.45,0,0,1,0,0,0,0,25
i6lqx8ts,15,0,-15,0,-15,0,-15,0,-15,0,-15,1,-16,1,-15,0,-26,0,-22
sqfmjhqp,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,0,-9,0,5.5
5kkr5060,18,0,-12,0,-12,0,-12,0,-12,0,-12,3,-13,1,-12,1,-13,0,-23
vywegvat,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-6,0,-9
yl8zd4ee,21,0,-9,0,-9,0,-9,0,-9,0,-9,0,-10,1,-9,1,-15,0,-22
wak4ycex,24,0,-6,0,-6,0,-6,0,-6,0,-6,2,-7,1,-6,3,-22,0,-68
5zc86wny,36,1,6,1,1.15,0,1,1,1,1,1.15,3,1.04,1,1.035,1,1.04,0,3.04
zuqpu1wo,9,0,-21,0,-21,0,-21,0,-21,0,-21,1,-22,1,-21,1,-32,0,-37.5
mvvdc51v,21,0,-9,0,-9,0,-9,0,-9,0,-9,3,-9,1,-9,2,-9,0,-24.5
pr11yrv8,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,2,-4,0,-17
tzn75yhk,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,-38
d39a3neo,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,2,-20,0,-47
xcoc0hf4,12,0,-18,0,-18,0,-18,0,-18,0,-18,0,-19,1,-18,1,-24,0,-35
sqajrww1,12,0,-18,0,-18,0,-18,0,-18,0,-18,3,-19,1,-18,2,-19,0,-44.5
y7ezhr8w,42,1,12,1,8.85,0,7,1,7,1,7.35,3,6.97,1,7.965,1,6.97,0,20.97
nn97tpch,36,1,6,1,2.15,1,1,1,1.5,1,1.65,3,1.4,1,1.935,1,1.4,0,-1.6
1v3nqxwb,33,1,3,0,-2,0,-2,0,-2,0,-2,3,-3,1,-2,1,-3,0,-1
czeeddwe,39,1,9,1,4.8,0,4,1,4,1,3.8,3,3.32,1,4.32,2,3.32,0,-14.68
7dv78fh8,21,0,-9,0,-9,0,-9,0,-9,0,-9,0,-10,1,-9,1,-15,0,-17.5
dz4i0852,15,0,-15,0,-15,0,-15,0,-15,0,-15,0,-16,1,-15,3,-21,0,-66
ds12f176,33,0,3,1,2.7,1,3,1,3.3,1,3.45,3,1.13,1,2.43,2,1.13,0,-25.87
7u0jmbd5,21,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,1,-9,1,-20,0,-33
otvnb5te,12,0,-18,0,-18,0,-18,0,-18,0,-18,2,-19,1,-18,2,-34,0,-39
apblb506,30,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,-5.5
9pofl3q7,15,0,-15,0,-15,0,-15,0,-15,0,-15,3,-16,1,-15,1,-16,0,-23
9iua8wlt,33,0,3,1,3.9,1,3,1,3.6,1,3.9,3,2.91,1,3.51,1,2.91,0,7.91
4uuf90e3,9,0,-21,0,-21,0,-21,0,-21,0,-21,0,-22,1,-21,1,-27,0,-21
v74p7xt0,36,1,6,1,0.55,0,1,1,1,1,1.05,3,-1,1,0.495,1,-1,0,4
mykpue2n,30,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-6,0,-2.5
6e0ikkw9,33,0,3,1,6.09,1,3,1,3.9,1,4.09,3,4.57,1,5.481,2,4.57,0,-10.43
hksrzrsd,33,0,3,1,5.45,1,3,1,3.3,1,3.45,3,3.61,1,4.905,1,3.61,0,-6.89
e4uy9bw2,15,0,-15,0,-15,0,-15,0,-15,0,-15,3,-16,1,-15,1,-16,0,-18.5
ufku1mka,33,0,3,1,9.6,1,3,1,4.8,1,5.1,3,6.84,1,8.64,0,6.84,0,9.84
ttjy4cwz,18,0,-12,0,-12,0,-12,0,-12,0,-12,1,-12,1,-12,2,-22,0,-32
idr031u6,39,1,9,1,7.85,1,4,1,6.4,1,6.35,3,3.67,1,7.065,3,3.67,0,-16.33
s1ftoyto,30,0,0,0,0,0,0,0,0,0,0,3,-1,1,0,1,-1,0,4
519slsew,21,0,-9,0,-9,0,-9,0,-9,0,-9,3,-10,1,-9,0,-10,0,-7
8tid5gfd,42,1,12,1,7.35,1,7,1,11.2,1,11.9,3,0.92,1,6.615,0,0.92,0,8.92
keqepf0m,24,0,-6,0,-6,0,-6,0,-6,0,-6,3,-7,1,-6,1,-7,0,-5
387fhffi,36,1,6,1,1,0,1,0,1,0,1,3,0.7,1,0.9,0,0.7,0,9.7
scbb77jn,33,0,3,1,2.98,1,3,1,3.03,1,2.98,3,2.57,1,2.682,1,2.57,0,-9.43
9t5yap6j,36,1,6,1,1.12,1,1,1,1.2,1,1.22,3,0.8,1,1.008,1,0.8,0,5.8
g91ye1x3,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,1,-9,0,-15
fkw475f4,36,1,6,1,0.87,1,1,1,1.2,1,1.17,3,0.57,1,0.783,1,0.57,0,8.57
t7uhl32a,27,0,-3,0,-3,0,-3,0,-3,0,-3,2,-4,1,-3,2,-19,0,-45
1gpsk1od,21,0,-9,0,-9,0,-9,0,-9,0,-9,3,-10,1,-9,0,-10,0,-10
6l4hmpzv,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,1,-6,3,-12,0,-62
4c16txm9,18,0,-12,0,-12,0,-12,0,-12,0,-12,3,-13,1,-12,1,-13,0,-3
4de7ayta,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,1,-8,0,-3
o7pqerl1,21,0,-9,0,-9,0,-9,0,-9,0,-9,0,-10,1,-9,1,-15,0,-10
7voc4ywi,42,1,12,1,6.64,1,7,1,8.4,1,8.84,3,2.08,1,5.976,1,2.08,0,12.58
4qo41x6y,24,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,1,-6,0,-12,0,-5
g004gng8,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,1,-3,2,-14,0,-36
mdt16lqz,33,0,3,1,3.1,1,3,1,4.8,1,5.1,3,0.99,1,2.79,1,0.99,0,5.99
przvq4kq,27,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,1,-3,2,-14,0,-24
c1h7bw1a,36,1,6,1,1.72,1,1,1,1.6,1,1.72,3,-0.05,1,1.548,2,-0.05,0,-18.05
51cbn7o1,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-3,1,-3,1,-3,0,2
h3fu78yg,30,0,0,0,0,0,0,0,0,0,0,3,-1,1,0,1,-1,0,-6
gn1bxo37,36,1,6,1,1,0,1,0,1,0,1,3,0.4,1,0.9,3,0.4,0,-26.6
qdpt3asx,21,0,-9,0,-9,0,-9,0,-9,0,-9,0,-10,1,-9,1,-15,0,-15.5
lrqw3xla,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,3,-4,0,-44.5
4alcifnr,24,0,-6,0,-6,0,-6,0,-6,0,-6,3,-7,1,-6,0,-7,0,5
itjzqni7,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,1,-9,0,-9.5
zm1faos5,27,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,1,-3,1,-9,0,-8
u1m4seev,45,1,15,1,14.15,0,10,1,10,1,10.15,3,10.74,1,12.735,0,10.74,0,22.74
48l4ehb6,27,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,1,-3,1,-4,0,6
dqtauj4v,39,1,9,1,6.65,1,4,1,6.4,1,6.65,3,1.59,1,5.985,2,1.59,0,0.59
