code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit,cash_before_patience,patience_profit,realend,realprofit
96b2y1fq,5,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,3,5,1,0,-18.47,-22.47,-4,-22.47,0,-22.47,-4
iuy2mq1n,5,0,21,2,-10,1,-0.616,1,7.67,1,1,1,3,1,-3.7234,1,-3,0,0,0,0,4,6,0,5,15.18,41.51,26.33,36.51,5,41.51,26.33
zca7zxyf,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,4.8,1,6.2,-91.5,-93.5,-2,-99.7,6.2,-93.5,-2
jj2wn94h,5,0,24,1,-5,0,0,0,0,1,0.5,1,-0.5,1,-3.488,1,-0.1,0,0,0,0,4,1.2,1,6.2,15.88,38.69,22.81,32.49,6.2,38.69,22.81
68araqh7,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,2,-30,4,1.2,1,6,-117.9,-147.7,-29.8,-153.7,6,-147.7,-29.8
zzpnlqei,5,0,27,1,-5,0,0,0,0,1,5.1,1,2.5,1,-4.16,1,-1.44,0,0,1,-7,6,0,1,6.4,12,35.4,23.4,29,6.4,35.4,23.4
v5p7lv20,5,0,27,2,-10,1,-24.35,0,0,1,9.34,1,25,1,-12.775,1,79,0,0,0,0,1,3.8,0,5,100.76,202.78,102.02,197.78,5,202.78,102.02
11qpbunz,5,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,3,-50,6,8,1,5.6,-132.4,-190.8,-58.4,-196.4,5.6,-190.8,-58.4
yaiqosbx,5,0,18,1,-5,0,0,0,0,1,-0.35,1,0,1,-3.735,1,-0.02,0,0,1,-7,4,1.2,1,6.6,24.7,34.4,9.7,27.8,6.6,34.4,9.7
xp91b3qj,5,0,12,1,-5,1,-2.11,1,2,1,0.2,1,-1,1,-2.818,1,-3,0,0,2,-21,2,1.6,1,0,22.09,2.96,-19.13,2.96,0,2.96,-19.13
9t4dpmrw,5,0,-6,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,6,-12.18,-38.18,-26,-44.18,6,-38.18,-26
i6lqx8ts,5,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,1,1.8,1,6,-67.8,-92,-24.2,-98,6,-92,-24.2
sqfmjhqp,5,0,-18,0,0,1,-0.22,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,8,0,5,-26.63,-32.85,-6.22,-37.85,5,-32.85,-6.22
5kkr5060,5,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,5,0.8,0,5,-35.2,-68.4,-33.2,-73.4,5,-68.4,-33.2
g7uoijja,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,12.5,1,0,-16.1,-18.6,-2.5,-18.6,0,-18.6,-2.5
8g2iaxf0,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,12.5,1,6.6,-17.3,-49.2,-31.9,-55.8,6.6,-49.2,-31.9
1yemb6kz,6,0,21,1,-5,0,0,0,0,1,2,1,0,1,-10.038,1,-1,0,0,2,-21,2,12,1,6.2,82.38,86.54,4.16,80.34,6.2,86.54,4.16
x6cv314a,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,20,0,11.6,-59.5,-48.9,10.6,-60.5,11.6,-48.9,10.6
26ovv9nz,6,0,21,2,-10,1,-3.927,1,4.54,1,0.5,1,0,1,-2.0163,0,0,0,0,1,-5,4,15,0,5,8.05,33.14,25.09,28.14,5,33.14,25.09
qrj0woux,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,4,15,1,0,-155.7,-153.7,2,-153.7,0,-153.7,2
edydbr11,6,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-30,6,20,1,6.2,-70.6,-77.4,-6.8,-83.6,6.2,-77.4,-6.8
i3ugntg2,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,20,1,6,-107.3,-70.3,37,-76.3,6,-70.3,37
nil7z8nt,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,9.5,1,6.2,-58.2,-93.5,-35.3,-99.7,6.2,-93.5,-35.3
i3wgnab9,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,0,-39.5,-46.5,-7,-46.5,0,-46.5,-7
7rmwik5s,6,0,12,1,-5,0,0,1,1.03,1,0.2,1,3,1,-0.594,1,-1,0,0,2,-21,5,16,1,0,-5.29,-0.65,4.64,-0.65,0,-0.65,4.64
mzj836b0,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,5,2,1,6.6,-103.2,-96.6,6.6,-103.2,6.6,-96.6,6.6
1gblxsq7,6,1,18,1,-5,0,0,0,0,1,2.25,1,0,1,-3.191,0,0,0,0,3,-35,6,0,0,11.2,16.66,4.92,-11.74,-6.28,11.2,4.92,-11.74
t9m6tgki,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,1,9.5,1,5.2,-114.1,-122.4,-8.3,-127.6,5.2,-122.4,-8.3
4hjk8ew7,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,20,0,11.4,4.26,-20.34,-24.6,-31.74,11.4,-20.34,-24.6
luq8s82b,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,12,1,0,23.78,-0.22,-24,-0.22,0,-0.22,-24
96b2y1fq,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,3,3.5,1,7,-22.47,-25.97,-3.5,-32.97,7,-25.97,-3.5
iuy2mq1n,6,0,21,2,-10,1,-8.437,0,0,1,1.5,1,-2.5,1,-4.3073,1,-2,0,0,1,-5,4,3,1,0,41.51,34.76,-6.75,34.76,0,34.76,-6.75
zca7zxyf,6,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,12,1,6.4,-93.5,-94.1,-0.6,-100.5,6.4,-94.1,-0.6
jj2wn94h,6,0,27,1,-5,0,0,0,0,1,1,1,1,1,-6.269,1,-1,0,0,1,-7,2,4,1,6.4,38.69,58.82,20.13,52.42,6.4,58.82,20.13
68araqh7,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,4,15,1,6.6,-147.7,-137.1,10.6,-143.7,6.6,-137.1,10.6
zzpnlqei,6,0,24,1,-5,0,0,0,0,1,8.16,1,3.84,1,-6.64,1,-4.76,0,0,1,-7,6,20,1,5.6,35.4,73.6,38.2,68,5.6,73.6,38.2
v5p7lv20,6,0,24,2,-10,1,-34,1,51.83,1,11.73,1,0,1,-24.634,1,-1,0,0,2,-15,1,9.5,0,5,202.78,220.21,17.43,215.21,5,220.21,17.43
11qpbunz,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,1,6,-190.8,-179.8,11,-185.8,6,-179.8,11
yaiqosbx,6,0,12,1,-5,0,0,0,0,1,0.5,1,0,1,-4.19,1,-0.08,0,0,0,0,3,3.5,1,7,34.4,48.13,13.73,41.13,7,48.13,13.73
xp91b3qj,6,0,15,1,-5,1,-0.9,0,0,1,0.3,1,-1,1,-1.136,1,-3,0,0,1,-7,2,12,1,6.6,2.96,18.82,15.86,12.22,6.6,18.82,15.86
9t4dpmrw,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,20,1,6.4,-38.18,-38.78,-0.6,-45.18,6.4,-38.78,-0.6
i6lqx8ts,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,12,1,6.2,-92,-101.8,-9.8,-108,6.2,-101.8,-9.8
sqfmjhqp,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,20,0,5,-32.85,-13.85,19,-18.85,5,-13.85,19
5kkr5060,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,1,9.5,0,5,-68.4,-124.9,-56.5,-129.9,5,-124.9,-56.5
g7uoijja,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,5,12.8,0,11.8,-18.6,-22,-3.4,-33.8,11.8,-22,-3.4
8g2iaxf0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,2,9.6,1,6.6,-49.2,-32,17.2,-38.6,6.6,-32,17.2
1yemb6kz,7,0,18,1,-5,0,0,0,0,1,-1.25,1,34.5,1,-13.279,1,-1,0,0,0,0,3,10,0,12,86.54,140.51,53.97,128.51,12,140.51,53.97
x6cv314a,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,2,9.6,1,5,-48.9,-78.3,-29.4,-83.3,5,-78.3,-29.4
26ovv9nz,7,0,18,2,-10,1,-4.99,1,7.23,1,-0.5,1,0,1,-4.288,0,0,0,0,0,0,4,2.4,1,0,33.14,40.99,7.85,40.99,0,40.99,7.85
qrj0woux,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,4,12,0,12,-153.7,-160.7,-7,-172.7,12,-160.7,-7
edydbr11,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,6,0,1,6,-77.4,-85.4,-8,-91.4,6,-85.4,-8
i3ugntg2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,6.6,-70.3,-75.7,-5.4,-82.3,6.6,-75.7,-5.4
nil7z8nt,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,3.2,1,5.4,-93.5,-79.9,13.6,-85.3,5.4,-79.9,13.6
i3wgnab9,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,0,4,0,11.8,-46.5,-64.7,-18.2,-76.5,11.8,-64.7,-18.2
7rmwik5s,7,0,12,1,-5,1,-1.13,1,3.13,1,0.4,1,2,1,-1.075,1,-1,0,0,0,0,6,16,1,6.2,-0.65,30.88,31.53,24.68,6.2,30.88,31.53
mzj836b0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,16,1,6.4,-96.6,-107.2,-10.6,-113.6,6.4,-107.2,-10.6
1gblxsq7,7,0,15,1,-5,0,0,0,0,1,0.5,1,15,1,-3.042,0,0,0,0,0,0,6,0,0,5,4.92,32.38,27.46,27.38,5,32.38,27.46
t9m6tgki,7,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,3.6,1,5.4,-122.4,-137.4,-15,-142.8,5.4,-137.4,-15
4hjk8ew7,7,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,0,5,-20.34,-86.34,-66,-91.34,5,-86.34,-66
luq8s82b,7,1,3,0,0,0,0,1,0.03,1,0.1,1,-0.5,1,-0.241,1,-0.01,0,0,0,0,2,9.6,0,11.8,-0.22,23.56,23.78,11.76,11.8,23.56,23.78
96b2y1fq,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,2,9.6,1,7,-25.97,-36.37,-10.4,-43.37,7,-36.37,-10.4
iuy2mq1n,7,0,21,1,-5,0,0,0,0,1,2,1,22.5,1,-7.526,1,-2,0,0,1,-7,5,1.6,1,6.2,34.76,66.53,31.77,60.33,6.2,66.53,31.77
zca7zxyf,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,3.2,0,12,-94.1,-103.9,-9.8,-115.9,12,-103.9,-9.8
jj2wn94h,7,0,-30,1,-5,0,0,0,0,1,-0.15,1,-0.25,1,-2.342,1,-0.2,0,0,0,0,1,3.6,1,7,58.82,31.48,-27.34,24.48,7,31.48,-27.34
68araqh7,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,3.2,1,5.2,-137.1,-122.7,14.4,-127.9,5.2,-122.7,14.4
zzpnlqei,7,0,24,1,-5,0,0,0,0,1,9.26,1,17.79,1,-11.965,1,-0.69,0,0,0,0,6,16,1,6,73.6,129,55.4,123,6,129,55.4
v5p7lv20,7,0,15,2,-10,1,-40.01,1,31.44,1,21.66,1,30,1,-26.83,1,-1,0,0,0,0,2,3.2,0,5,220.21,248.67,28.46,243.67,5,248.67,28.46
11qpbunz,7,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,1,6.8,-179.8,-177,2.8,-183.8,6.8,-177,2.8
yaiqosbx,7,0,9,1,-5,0,0,0,0,1,-0.1,1,1,1,-5.303,1,-0.03,0,0,2,-21,1,3.6,1,5.8,48.13,36.1,-12.03,30.3,5.8,36.1,-12.03
xp91b3qj,7,0,-30,0,0,1,-4,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,3.2,1,6.8,18.82,-26.18,-45,-32.98,6.8,-26.18,-45
9t4dpmrw,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,16,1,6,-38.78,-63.78,-25,-69.78,6,-63.78,-25
i6lqx8ts,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,9.6,1,5.4,-101.8,-99.8,2,-105.2,5.4,-99.8,2
sqfmjhqp,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,0,5,-13.85,-7.85,6,-12.85,5,-7.85,6
5kkr5060,7,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,9.6,1,5,-124.9,-114.3,10.6,-119.3,5,-114.3,10.6
g7uoijja,8,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,0,5,-22,-64,-42,-69,5,-64,-42
8g2iaxf0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,2,4.8,1,5.8,-32,-5.4,26.6,-11.2,5.8,-5.4,26.6
1yemb6kz,8,0,12,1,-5,0,0,0,0,1,-2,1,57,1,-20.251,1,-1,0,0,2,-21,2,4.8,0,5,140.51,170.06,29.55,165.06,5,170.06,29.55
x6cv314a,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,0,6,0,5,-78.3,-109.3,-31,-114.3,5,-109.3,-31
26ovv9nz,8,0,18,2,-10,1,-7.59,0,0,1,1.5,1,-1.5,1,-4.14,0,0,0,0,2,-15,4,3.6,1,7,40.99,32.86,-8.13,25.86,7,32.86,-8.13
qrj0woux,8,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,5,2.4,0,5,-160.7,-182.3,-21.6,-187.3,5,-182.3,-21.6
edydbr11,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,24,1,7,-85.4,-54.4,31,-61.4,7,-54.4,31
i3ugntg2,8,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,24,1,6.2,-75.7,-131.5,-55.8,-137.7,6.2,-131.5,-55.8
nil7z8nt,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,4,18,1,5.6,-79.9,-62.3,17.6,-67.9,5.6,-62.3,17.6
i3wgnab9,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,11.4,1,0,-64.7,-68.3,-3.6,-68.3,0,-68.3,-3.6
7rmwik5s,8,0,18,2,-10,1,-3.44,0,0,1,2,1,10,1,-4.744,1,-2,0,0,1,-5,4,3.6,1,5.2,30.88,44.5,13.62,39.3,5.2,44.5,13.62
mzj836b0,8,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,6,-107.2,-131.2,-24,-137.2,6,-131.2,-24
1gblxsq7,8,0,12,1,-5,0,0,0,0,1,-1,1,7.5,1,-4.588,0,0,0,0,2,-21,6,24,0,5,32.38,49.29,16.91,44.29,5,49.29,16.91
t9m6tgki,8,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,0,6,1,6.4,-137.4,-150,-12.6,-156.4,6.4,-150,-12.6
4hjk8ew7,8,1,6,0,0,1,-2.365,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,0,5,-86.34,-78.71,7.63,-83.71,5,-78.71,7.63
luq8s82b,8,0,6,1,-5,1,-0.03,0,0,1,-0.5,1,0,1,-2.403,1,-0.01,0,0,0,0,2,4.8,1,0,23.56,26.42,2.86,26.42,0,26.42,2.86
96b2y1fq,8,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,2,14.4,0,11.4,-36.37,-52.57,-16.2,-63.97,11.4,-52.57,-16.2
iuy2mq1n,8,0,18,1,-5,0,0,0,0,1,10.5,1,0,1,-9.003,1,-2,0,0,1,-7,5,19.2,0,10.8,66.53,102.03,35.5,91.23,10.8,102.03,35.5
zca7zxyf,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,4.8,1,5,-103.9,-109.1,-5.2,-114.1,5,-109.1,-5.2
jj2wn94h,8,1,27,1,-5,0,0,0,0,1,1.5,1,3,1,-5.798,1,-0.5,0,0,2,-21,1,11.4,1,6.4,31.48,48.48,17,42.08,6.4,48.48,17
68araqh7,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.4,1,5.8,-122.7,-84.5,38.2,-90.3,5.8,-84.5,38.2
zzpnlqei,8,0,9,1,-5,0,0,0,0,1,-6.65,1,-6.35,1,-12,1,-1,0,0,1,-7,6,0,1,6.8,129,106.8,-22.2,100,6.8,106.8,-22.2
v5p7lv20,8,0,18,2,-10,1,-60,1,19.13,1,32.25,1,50,1,-29.805,1,-1,0,0,1,-5,2,4.8,0,5,248.67,272.05,23.38,267.05,5,272.05,23.38
11qpbunz,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,24,1,6.8,-177,-142.2,34.8,-149,6.8,-142.2,34.8
yaiqosbx,8,0,6,1,-5,0,0,0,0,1,0.45,1,0,1,-3.755,1,-0.8,0,0,1,-7,1,5.4,1,5.4,36.1,36.8,0.7,31.4,5.4,36.8,0.7
xp91b3qj,8,1,30,0,0,1,-0.49,0,0,1,0.15,1,-1,1,-0.248,1,-1,0,0,1,-15,1,5.4,0,11.4,-26.18,3.03,29.21,-8.37,11.4,3.03,29.21
9t4dpmrw,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,0,1,5.6,-63.78,-83.18,-19.4,-88.78,5.6,-83.18,-19.4
i6lqx8ts,8,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,11.4,1,5.4,-99.8,-110,-10.2,-115.4,5.4,-110,-10.2
sqfmjhqp,8,0,12,0,0,1,0,1,2.49,1,0.2,1,0,1,-0.684,1,-1,0,0,1,-15,1,11.4,1,0,-7.85,1.56,9.41,1.56,0,1.56,9.41
5kkr5060,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,5.4,0,5,-114.3,-115.9,-1.6,-120.9,5,-115.9,-1.6
g7uoijja,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,0,-64,-71,-7,-71,0,-71,-7
8g2iaxf0,9,0,12,1,-5,0,0,1,0.16,1,0.26,1,1,1,-0.302,0,0,0,0,1,-7,2,2.4,1,7,-5.4,5.12,10.52,-1.88,7,5.12,10.52
1yemb6kz,9,0,24,1,-5,0,0,0,0,1,2,1,-20,1,-17.106,1,-1,0,0,1,-7,2,7.2,1,0,170.06,153.15,-16.91,153.15,0,153.15,-16.91
x6cv314a,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,6,0,1,0,-109.3,-149.3,-40,-149.3,0,-149.3,-40
26ovv9nz,9,0,-30,0,0,1,-0.396,0,0,1,0.05,1,-0.25,1,-0.2264,0,0,0,0,1,-15,2,7.2,0,11.2,32.86,5.43,-27.43,-5.77,11.2,5.43,-27.43
qrj0woux,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,16,1,0,-182.3,-169.3,13,-169.3,0,-169.3,13
edydbr11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,6,0,1,7,-54.4,-93.4,-39,-100.4,7,-93.4,-39
i3ugntg2,9,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,6.4,-131.5,-129.1,2.4,-135.5,6.4,-129.1,2.4
nil7z8nt,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,3,2.1,1,5.8,-62.3,-73.4,-11.1,-79.2,5.8,-73.4,-11.1
i3wgnab9,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,1,5.7,1,6.2,-68.3,-66.4,1.9,-72.6,6.2,-66.4,1.9
7rmwik5s,9,0,21,2,-10,0,0,1,27.75,1,8,1,10,1,-10.125,1,-1,0,0,0,0,6,16,1,7,44.5,113.13,68.63,106.13,7,113.13,68.63
mzj836b0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,0,1,5.2,-131.2,-130,1.2,-135.2,5.2,-130,1.2
1gblxsq7,9,0,12,1,-5,0,0,0,0,1,1,1,30,1,-8.729,0,0,0,0,1,-7,1,5.7,1,0,49.29,77.26,27.97,77.26,0,77.26,27.97
t9m6tgki,9,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,2,2.4,1,5.4,-150,-174.2,-24.2,-179.6,5.4,-174.2,-24.2
4hjk8ew7,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,5,9.6,1,0,-78.71,-49.11,29.6,-49.11,0,-49.11,29.6
luq8s82b,9,0,9,1,-5,0,0,0,0,1,0.5,1,-8,1,-2.292,1,-0.01,0,0,2,-21,2,7.2,0,11,26.42,17.82,-8.6,6.82,11,17.82,-8.6
96b2y1fq,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,6,0,1,0,-52.57,-69.57,-17,-69.57,0,-69.57,-17
iuy2mq1n,9,0,21,2,-10,0,0,0,0,1,10,1,10,1,-13.303,1,-2,0,0,1,-5,5,1.2,1,0,102.03,113.93,11.9,113.93,0,113.93,11.9
zca7zxyf,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,7.2,0,5,-109.1,-96.9,12.2,-101.9,5,-96.9,12.2
jj2wn94h,9,0,27,1,-5,0,0,0,0,1,-0.5,1,0,1,-6.998,1,-0.2,0,0,1,-7,1,5.7,1,5.6,48.48,67.08,18.6,61.48,5.6,67.08,18.6
68araqh7,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-30,4,9,1,7,-84.5,-80.5,4,-87.5,7,-80.5,4
zzpnlqei,9,0,24,1,-5,0,0,0,0,1,18.87,1,2.34,1,-14.701,1,-1,0,0,2,-21,6,16,1,6.2,106.8,132.51,25.71,126.31,6.2,132.51,25.71
v5p7lv20,9,0,24,2,-10,1,-26.69,0,0,1,25.9,1,120,1,-40.526,1,-1,0,0,3,-25,2,7.2,0,5,272.05,350.93,78.88,345.93,5,350.93,78.88
11qpbunz,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,0,1,6.6,-142.2,-168.6,-26.4,-175.2,6.6,-168.6,-26.4
yaiqosbx,9,0,12,1,-5,0,0,1,0.88,1,-0.1,1,3,1,-4.758,1,-0.02,0,0,0,0,2,7.2,1,6.2,36.8,56.2,19.4,50,6.2,56.2,19.4
xp91b3qj,9,0,21,1,-5,1,-3.6,0,0,1,0.05,1,-0.5,1,-1.498,1,-3,0,0,1,-7,1,5.7,1,0,3.03,9.18,6.15,9.18,0,9.18,6.15
9t4dpmrw,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,0,1,6.8,-83.18,-101.38,-18.2,-108.18,6.8,-101.38,-18.2
i6lqx8ts,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,7.2,1,5.6,-110,-109.2,0.8,-114.8,5.6,-109.2,0.8
sqfmjhqp,9,0,-30,0,0,1,-2.739,0,0,0,0,0,0,0,0,0,0,0,0,2,-30,6,0,0,11.8,1.56,-49.38,-50.94,-61.18,11.8,-49.38,-50.94
5kkr5060,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,7.2,0,5,-115.9,-115.7,0.2,-120.7,5,-115.7,0.2
g7uoijja,10,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,5,6.4,0,10,-71,-100.6,-29.6,-110.6,10,-100.6,-29.6
8g2iaxf0,10,0,18,1,-5,1,-0.176,0,0,1,0.25,1,3,1,-2.1194,0,0,0,0,0,0,2,1.6,1,5.4,5.12,26.07,20.95,20.67,5.4,26.07,20.95
1yemb6kz,10,0,18,1,-5,0,0,0,0,1,1.5,1,0,1,-16.765,1,-1,0,0,1,-7,2,4.8,1,5.4,153.15,153.09,-0.06,147.69,5.4,153.09,-0.06
x6cv314a,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,5,0.8,1,6,-149.3,-140.5,8.8,-146.5,6,-140.5,8.8
26ovv9nz,10,1,21,2,-10,0,0,0,0,1,1,1,3,1,-2.043,0,0,0,0,1,-5,4,1.2,0,4,5.43,18.59,13.16,14.59,4,18.59,13.16
qrj0woux,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,5.2,-169.3,-181.1,-11.8,-186.3,5.2,-181.1,-11.8
edydbr11,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,6,8,1,6,-93.4,-119.4,-26,-125.4,6,-119.4,-26
i3ugntg2,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,0,4.8,-129.1,-130.3,-1.2,-135.1,4.8,-130.3,-1.2
nil7z8nt,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,4.8,1,5,-73.4,-88.6,-15.2,-93.6,5,-88.6,-15.2
i3wgnab9,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,1.6,0,10,-66.4,-43.8,22.6,-53.8,10,-43.8,22.6
7rmwik5s,10,0,27,2,-10,1,-30.525,1,49.8,1,14.94,1,-10,1,-15.4345,1,-1,0,0,1,-5,6,0,1,6,113.13,138.91,25.78,132.91,6,138.91,25.78
mzj836b0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,8,1,5.2,-130,-119.8,10.2,-125,5.2,-119.8,10.2
