mzj836b0,0,0,0,0,0,-55.6
1gblxsq7,1,1,0,1,1,91.73
t9m6tgki,0,0,0,0,0,-254.9
4hjk8ew7,1,1,0,1,1,64.28
luq8s82b,1,1,0,1,1,48.62
96b2y1fq,0,0,0,0,0,-103.27
iuy2mq1n,2,1,0,1,1,205.82
zca7zxyf,0,0,0,0,0,-143.9
jj2wn94h,1,1,0,1,1,106.18
68araqh7,0,0,0,0,0,-27.5
zzpnlqei,1,1,0,1,1,148.48
v5p7lv20,2,1,0,1,1,426.07
11qpbunz,0,0,0,0,0,-125.6
yaiqosbx,1,1,0,1,1,66.3
xp91b3qj,1,1,0,1,1,30.59
9t4dpmrw,0,0,0,0,0,-158.98
i6lqx8ts,0,0,0,0,0,-216.1
sqfmjhqp,0,0,0,0,0,-52.58
5kkr5060,0,0,0,0,0,-132.3
g7uoijja,0,0,0,0,0,-92.6
8g2iaxf0,1,1,0,1,1,43.13
1yemb6kz,1,1,0,1,1,165.63
x6cv314a,0,0,0,0,0,-115.1
26ovv9nz,2,1,0,1,1,46
qrj0woux,0,0,0,0,0,-273.7
edydbr11,0,0,0,0,0,-152.2
i3ugntg2,0,0,0,0,0,-156.5
nil7z8nt,0,0,0,0,0,-195.1
i3wgnab9,0,0,0,0,0,-165.9
7rmwik5s,0,1,0,1,1,57.96
mzj836b0,0,0,0,0,0,-45.6
1gblxsq7,1,1,0,1,1,60.76
t9m6tgki,0,0,0,0,0,-248.3
4hjk8ew7,1,1,0,1,1,90.41
luq8s82b,1,1,0,1,1,56.9
96b2y1fq,0,0,0,0,0,-143.47
iuy2mq1n,2,1,0,1,1,135.19
zca7zxyf,0,0,0,0,0,-201.1
jj2wn94h,1,1,0,1,1,116.06
68araqh7,0,0,0,0,0,-16.9
zzpnlqei,1,1,0,1,1,176.21
v5p7lv20,2,1,0,1,1,460.29
11qpbunz,0,0,0,0,0,-98
yaiqosbx,1,1,1,1,1,70.62
xp91b3qj,0,1,0,1,1,-16.03
9t4dpmrw,0,0,0,0,0,-164.58
i6lqx8ts,0,0,0,0,0,-253.9
sqfmjhqp,0,0,0,0,0,-40.98
5kkr5060,0,0,0,0,0,-130.3
g7uoijja,0,0,0,0,0,-94.5
8g2iaxf0,1,1,0,1,1,67.96
1yemb6kz,1,1,0,1,1,160.32
x6cv314a,0,0,0,0,0,-116.1
26ovv9nz,2,1,0,1,1,68.25
qrj0woux,0,0,0,0,0,-271.9
edydbr11,0,0,0,0,0,-167.4
i3ugntg2,0,0,0,0,0,-112.9
nil7z8nt,0,0,0,0,0,-211
i3wgnab9,0,0,0,0,0,-171.1
7rmwik5s,1,1,0,1,1,81.07
mzj836b0,0,0,0,0,0,-44.2
1gblxsq7,1,1,0,1,1,52.34
t9m6tgki,0,0,0,0,0,-262.9
4hjk8ew7,1,1,0,1,1,116.3
luq8s82b,1,1,0,1,1,64.82
96b2y1fq,0,0,0,0,0,-151.97
iuy2mq1n,2,1,0,1,1,101.22
zca7zxyf,0,0,0,0,0,-193.6
jj2wn94h,1,1,0,1,0,83.8
68araqh7,1,1,1,1,1,9.53
zzpnlqei,1,1,0,1,1,202
v5p7lv20,2,1,0,1,1,475.08
11qpbunz,0,0,0,0,0,-137
yaiqosbx,2,1,0,1,1,70.82
xp91b3qj,0,0,0,0,0,-40.25
9t4dpmrw,0,0,0,0,0,-187.78
i6lqx8ts,0,0,0,0,0,-263.7
sqfmjhqp,0,0,0,0,0,-26.98
5kkr5060,0,0,0,0,0,-121.3
g7uoijja,0,0,0,0,0,-72.7
8g2iaxf0,1,1,1,1,1,72.97
1yemb6kz,1,1,0,1,1,164.24
x6cv314a,0,0,0,0,0,-127.1
26ovv9nz,2,1,0,1,1,74.08
qrj0woux,0,0,0,0,0,-257.1
edydbr11,0,0,0,0,0,-182.2
i3ugntg2,0,0,0,0,0,-98.3
nil7z8nt,0,0,0,0,0,-195.8
i3wgnab9,0,0,0,0,0,-170.3
7rmwik5s,1,1,0,1,1,82.22
mzj836b0,0,0,0,0,0,-84.2
1gblxsq7,1,1,0,1,1,37.3
t9m6tgki,0,0,0,0,0,-277.3
4hjk8ew7,1,1,0,0,0,83.96
luq8s82b,1,1,0,1,1,56.7
96b2y1fq,0,0,0,0,0,-173.77
iuy2mq1n,2,1,0,1,1,104.8
zca7zxyf,0,0,0,0,0,-216
jj2wn94h,1,1,0,1,0,54.8
68araqh7,1,1,0,1,1,31.79
zzpnlqei,1,1,0,1,1,221.8
v5p7lv20,2,1,0,1,1,507.62
11qpbunz,0,0,0,0,0,-128
yaiqosbx,1,1,0,1,1,41.44
xp91b3qj,0,0,0,0,0,-44.49
9t4dpmrw,0,0,0,0,0,-173.38
i6lqx8ts,0,0,0,0,0,-268.1
sqfmjhqp,0,0,0,0,0,-73.78
5kkr5060,0,0,0,0,0,-84.1
g7uoijja,0,0,0,0,0,-40.1
8g2iaxf0,1,1,0,1,1,67.71
1yemb6kz,1,1,0,1,1,120.07
x6cv314a,0,0,0,0,0,-98.1
26ovv9nz,2,1,0,1,1,80.17
qrj0woux,0,0,0,0,0,-260.7
edydbr11,0,0,0,0,0,-197.4
i3ugntg2,0,0,0,0,0,-72.5
nil7z8nt,0,0,0,0,0,-201
i3wgnab9,0,0,0,0,0,-163.3
7rmwik5s,1,1,0,1,1,73.25
mzj836b0,0,0,0,0,0,-89
1gblxsq7,1,1,0,1,1,71.22
t9m6tgki,0,0,0,0,0,-274.3
4hjk8ew7,1,1,0,1,1,98.3
luq8s82b,1,1,0,1,1,51.88
96b2y1fq,0,0,0,0,0,-151.97
iuy2mq1n,2,1,0,1,1,129.22
zca7zxyf,0,0,0,0,0,-255.8
jj2wn94h,1,1,0,1,1,82.47
68araqh7,1,1,0,1,1,59.42
zzpnlqei,1,1,0,1,1,271.12
v5p7lv20,2,1,0,1,1,453.74
11qpbunz,0,0,0,0,0,-128.4
yaiqosbx,1,1,0,1,1,9.8
xp91b3qj,0,0,0,0,0,-65.49
9t4dpmrw,0,0,0,0,0,-148.18
i6lqx8ts,0,0,0,0,0,-277.7
sqfmjhqp,0,0,0,0,0,-61.38
5kkr5060,0,0,0,0,0,-80.7
g7uoijja,0,0,0,0,0,-2.7
8g2iaxf0,1,1,0,1,1,74.3
1yemb6kz,1,1,0,1,1,151.86
x6cv314a,0,0,0,0,0,-113.9
26ovv9nz,2,1,0,1,1,100.75
qrj0woux,0,0,0,0,0,-290.7
edydbr11,0,0,0,0,0,-221
i3ugntg2,0,0,0,0,0,-141.7
nil7z8nt,0,0,0,0,0,-190.4
i3wgnab9,0,0,0,0,0,-156.8
7rmwik5s,1,1,0,1,1,81.15
mzj836b0,0,0,0,0,0,-86
1gblxsq7,1,1,0,1,1,123.75
t9m6tgki,0,0,0,0,0,-351.4
4hjk8ew7,1,1,1,1,1,125.89
luq8s82b,1,1,0,1,1,82.06
96b2y1fq,0,0,0,0,0,-146.47
iuy2mq1n,2,1,0,1,1,144.1
zca7zxyf,0,0,0,0,0,-282.6
jj2wn94h,1,1,0,1,1,67.12
68araqh7,1,1,0,1,1,74.49
zzpnlqei,1,1,0,1,1,315.03
v5p7lv20,2,1,0,1,1,387.25
11qpbunz,0,0,0,0,0,-108.2
yaiqosbx,1,1,0,1,1,31.62
xp91b3qj,0,0,0,0,0,-38.69
9t4dpmrw,0,0,0,0,0,-158.38
i6lqx8ts,0,0,0,0,0,-270.9
sqfmjhqp,0,0,0,0,0,-84.18
5kkr5060,0,0,0,0,0,-91.5
g7uoijja,1,1,1,1,1,-4.95
8g2iaxf0,1,1,0,1,1,79.6
1yemb6kz,1,1,0,1,1,116.47
x6cv314a,0,0,0,0,0,-164.9
26ovv9nz,2,1,0,1,1,101.33
qrj0woux,0,0,0,0,0,-319.3
edydbr11,0,0,0,0,0,-244.4
i3ugntg2,0,0,0,0,0,-169.7
nil7z8nt,0,0,0,0,0,-208.8
i3wgnab9,0,0,0,0,0,-140.2
7rmwik5s,1,1,0,1,1,60.63
mzj836b0,0,0,0,0,0,-128.8
1gblxsq7,1,1,0,1,1,97.8
t9m6tgki,0,0,0,0,0,-375
4hjk8ew7,1,1,0,1,1,83.7
luq8s82b,1,1,0,1,1,69.3
96b2y1fq,0,0,0,0,0,-173.87
iuy2mq1n,2,1,0,1,1,144.39
zca7zxyf,0,0,0,0,0,-268.6
jj2wn94h,1,1,0,1,1,87.16
68araqh7,1,1,0,1,1,96.39
zzpnlqei,1,1,0,1,1,365.22
v5p7lv20,2,1,0,1,1,417.44
11qpbunz,0,0,0,0,0,-120
yaiqosbx,1,1,0,1,1,17.1
xp91b3qj,0,0,0,0,0,-76.09
9t4dpmrw,0,0,0,0,0,-158.18
i6lqx8ts,0,0,0,0,0,-296.5
sqfmjhqp,0,0,0,0,0,-92.18
5kkr5060,0,0,0,0,0,-139.5
vywegvat,0,0,0,0,0,-9
yl8zd4ee,0,0,0,0,0,-22
wak4ycex,0,0,0,0,0,-68
5zc86wny,1,1,0,1,1,3.04
zuqpu1wo,0,0,0,0,0,-37.5
mvvdc51v,0,0,0,0,0,-24.5
pr11yrv8,0,0,0,0,0,-17
tzn75yhk,0,0,0,0,0,-38
d39a3neo,0,0,0,0,0,-47
xcoc0hf4,0,0,0,0,0,-35
sqajrww1,0,0,0,0,0,-44.5
y7ezhr8w,1,1,0,1,1,20.97
nn97tpch,1,1,1,1,1,-1.6
1v3nqxwb,1,0,0,0,0,-1
czeeddwe,1,1,0,1,1,-14.68
vywegvat,0,0,0,0,0,-21.2
yl8zd4ee,0,0,0,0,0,-33.4
wak4ycex,0,0,0,0,0,-122
5zc86wny,1,1,0,1,1,-12.96
zuqpu1wo,0,0,0,0,0,-58.5
mvvdc51v,0,0,0,0,0,-16.5
pr11yrv8,0,0,0,0,0,-25
tzn75yhk,0,0,0,0,0,-74
d39a3neo,0,0,0,0,0,-82
xcoc0hf4,0,0,0,0,0,-87.8
sqajrww1,0,0,0,0,0,-94.5
y7ezhr8w,1,1,0,1,1,1.22
nn97tpch,1,1,1,1,1,34.02
