code,work,1,11,2,21,3,31,4,41,5,51,6,61,7,71,8,81,9,91,10,risk,biao
074xligf,0,1,6,1,1.49,1,1,1,1.3,0,1.49,0,1.04,0,1.341,0,1.04,0,5.54,5.54,6,1
bi13mblu,0,1,18,1,16.84,1,13,1,20.8,1,21.84,0,6.36,0,15.156,3,6.36,0,-19.64,-19.64,6,1
nxc2bm09,0,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,0,-9,1,-15,0,-22,-22,6,1
nq2n4d1a,0,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,0,-3,0,-4,0,8,8,3,1
8nmazok9,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,1,-16,0,-26,-26,5,1
k1bp6zpx,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,-15,-15,3,1
n580gnmu,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,8,8,6,1
0j3nkqts,0,1,6,1,1.99,1,1,1,1.6,1,1.69,0,1.19,0,1.791,1,1.19,0,-1.31,-1.31,5,1
lcruc2lq,0,1,12,1,9.1,1,7,1,8.4,1,8.35,0,5.79,0,8.19,1,5.79,0,15.79,15.79,2,1
11e94pe7,0,1,12,1,6.5,0,7,0,7,1,7,0,5.85,0,5.85,0,5.85,0,23.35,23.35,6,1
ubop1qmx,0,1,9,1,3.3,0,4,1,4,1,3.8,0,1.97,0,2.97,2,1.97,0,-12.03,-12.03,6,1
z2rsp6um,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,-11,0,-6,-6,6,1
c3206739,0,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,2,-9,0,-36,-36,2,1
g990zma5,0,1,12,1,8.17,1,7,1,7.42,1,8.17,0,6.93,0,7.353,1,6.93,0,4.43,4.43,6,1
p7c86bd0,0,1,6,1,0.95,0,1,1,1,0,0.95,0,0.86,0,0.855,1,0.86,0,3.36,3.36,2,1
jwexfmub,0,1,6,1,1,1,1,1,1.6,1,1.84,0,-1.6,0,0.9,1,-1.6,0,-5.6,-5.6,3,1
pdtmhm69,0,1,6,1,0.45,0,1,1,1,1,0.95,0,0.3,0,0.405,1,0.3,0,-2.7,-2.7,1,1
8b7ikkdg,0,1,12,1,7.29,1,7,1,7.14,1,7.29,0,5.92,0,6.561,1,5.92,0,6.92,6.92,6,1
wc6s9dsl,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,14,14,1,1
0005b37f,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,14,14,5,1
8s1edw15,0,1,15,1,15.4,1,10,1,15,1,14.9,0,7.86,0,13.86,2,7.86,0,-3.64,-3.64,2,1
i6gy2wgj,0,1,6,1,1.14,1,1,1,1.6,1,1.64,0,0.42,0,1.026,2,0.42,0,-6.08,-6.08,6,1
bptmjh3d,0,1,9,1,4,0,4,0,4,0,4,0,3.6,0,3.6,0,3.6,0,15.6,15.6,1,1
lgomy8eq,0,0,3,1,3.25,1,3,1,3.9,1,4,0,1.03,0,2.925,0,1.03,0,18.03,18.03,4,1
t5fns0sq,0,1,9,1,12.4,1,4,1,6,1,6.4,0,8,0,11.16,1,8,0,6,6,4,1
0ff2742h,0,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,0,-3,3,-4,0,-52,-52,5,1
1csmmf08,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,1,-11,0,-11.5,-11.5,6,1
tgyt0okw,0,0,-6,0,-6,0,-6,0,-6,0,-6,2,-7,0,-6,1,-17,0,-32,-32,4,1
xluifzfl,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,2,-11,0,-36,-36,2,1
kpo7dpw7,0,2,12,1,4.6,0,2,1,2,1,2.3,0,4.14,0,4.14,0,4.14,0,29.14,29.14,6,1
79qn2mgn,0,0,3,1,5.1,1,3,1,4.8,1,5.1,0,0.79,0,4.59,0,0.79,0,15.79,15.79,6,1
3rqszw2y,0,0,-6,0,-6,0,-6,0,-6,0,-6,3,-7,0,-6,2,-22,0,-32,-32,0,1
26qqxpjj,0,1,12,1,11.65,1,7,1,11.2,1,11.65,0,5.29,0,10.485,2,5.29,0,4.29,4.29,6,1
8fqgkizh,0,1,12,1,10.6,1,7,1,11.2,1,12.1,0,4.84,0,9.54,1,4.84,0,17.84,17.84,6,1
hb9e1b5f,0,1,3,0,-2,0,-2,0,-2,0,-2,1,-3,0,-2,0,-8,0,-3,-3,6,1
0g7sv439,0,0,3,1,5.17,1,3,1,3.3,1,3.37,0,3.35,0,4.653,1,3.35,0,-2.65,-2.65,5,1
037gym6i,0,1,6,1,0.48,1,1,1,1.01,1,0.96,0,-1.01,0,0.432,2,-1.01,0,-22.01,-22.01,6,1
1bfi45o2,0,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,0,-6,1,-7,0,-18,-18,6,1
1yc3rs1q,0,1,3,0,-2,0,-2,0,-2,0,-2,3,-3,0,-2,0,-18,0,-18,-18,6,1
u0fm0adl,0,1,6,1,2.65,1,1,1,1.6,1,1.65,0,0.79,0,2.385,1,0.79,0,-1.21,-1.21,4,1
4qopg1ub,0,1,9,1,6.08,1,4,1,6.4,1,6.08,0,2.07,0,5.472,1,2.07,0,15.07,15.07,6,1
0mrw3gqi,0,0,3,1,5.78,1,3,1,3.45,1,3.53,0,83.75,1,5.202,0,83.75,0,98.75,98.75,1,1
idw6uw5h,0,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,0,-6,0,-12,0,-8,-8,4,1
ag8yu9h7,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,2,-11,0,-37,-37,1,1
5kipyxnx,0,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,0,-3,1,-8,0,-8,-8,4,1
bieu6mpr,0,0,3,1,6.13,1,3,1,3.03,1,3.13,0,4.49,0,5.517,1,4.49,0,1.49,1.49,2,1
fh8ly4jj,0,0,3,1,2.1,0,3,1,3,1,3.1,0,1.79,0,1.89,1,1.79,0,-10.21,-10.21,1,1
v3tqtmd8,0,1,12,1,13.4,0,7,1,7,1,7.4,0,11.06,0,12.06,0,11.06,0,14.06,14.06,1,1
6ac48e1h,0,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,1,-9,0,-19,-19,2,1
tl39jvsk,0,1,12,1,11.8,1,7,1,9.1,1,8.8,0,8,0,10.62,1,8,0,18,18,6,1
57n9cs6z,0,1,6,1,1.6,1,1,0,1.6,0,1.6,0,0.84,0,1.44,1,0.84,0,1.84,1.84,6,1
iuanzkch,0,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,0,-9,0,8,8,5,1
z873r4vo,0,0,-15,0,-15,0,-15,0,-15,0,-15,1,-16,0,-15,2,-21,0,-36,-36,5,1
hk4udpqv,0,1,6,1,2.45,1,1,1,1.5,1,1.45,0,1.5,0,2.205,3,1.5,0,-13.5,-13.5,6,1
9i73mzxn,0,0,-21,0,-21,0,-21,0,-21,0,-21,1,-22,0,-21,2,-27,0,-42,-42,6,1
n26lbqa5,0,0,-9,0,-9,0,-9,0,-9,0,-9,3,-10,0,-9,3,-25,0,-70,-70,6,1
jbfzncen,0,0,3,1,5.2,0,3,1,3,1,3.2,0,4.6,0,4.68,2,4.6,0,-13.4,-13.4,5,1
awima2e6,0,0,-3,0,-3,0,-3,0,-3,0,-3,3,-4,0,-3,1,-19,0,-14,-14,0,1
0x4d1g7c,0,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,1,-9,0,-15,-15,6,1
awof1evv,0,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,0,-6,2,-12,0,-24.5,-24.5,6,1
nbmjj5a1,0,1,15,1,9.8,0,10,1,10,1,9.8,0,6.82,0,8.82,2,6.82,0,-4.68,-4.68,4,1
cdxl50hf,0,1,12,1,10.25,1,7,1,10.5,1,10.25,0,5.73,0,9.225,2,5.73,0,1.73,1.73,6,1
rfnis2ed,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-12,-12,2,1
fpeptlxo,0,1,6,1,0.72,1,1,1,1.25,1,1.44,0,-0.25,0,0.648,2,-0.25,0,-14.25,-14.25,2,1
k93onftx,0,1,9,1,5.35,1,4,1,6.4,1,6.85,0,2.42,0,4.815,3,2.42,0,-23.58,-23.58,0,1
8a4otv31,0,0,-30,0,-30,0,-30,0,-30,0,-30,0,-31,0,-30,0,-31,0,-6,-6,4,1
kxq00qk5,0,0,3,1,5.2,1,3,1,4.8,1,5.2,0,2.88,0,4.68,1,2.88,0,-7.12,-7.12,1,1
j4rjykeb,0,0,-3,0,-3,0,-3,0,-3,0,-3,1,-3,0,-3,1,-8,0,-18,-18,6,1
8cyh64c7,0,0,-15,0,-15,0,-15,0,-15,0,-15,1,-16,0,-15,1,-21,0,-28,-28,2,1
nxlvuopa,0,0,-12,0,-12,0,-12,0,-12,0,-12,0,-12,0,-12,2,-12,0,-38,-38,6,1
w9vla1hv,0,1,15,1,16.5,1,10,1,15,1,15.5,0,9.85,0,14.85,2,9.85,0,-3.15,-3.15,2,1
0k6r6bgl,0,0,-6,0,-6,0,-6,0,-6,0,-6,2,-7,0,-6,1,-17,0,-24,-24,2,1
hq6lddx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-21.5,-21.5,0,1
mh3nw2gr,0,1,9,1,8.4,1,4,1,6.4,1,6.9,0,5.16,0,7.56,1,5.16,0,10.16,10.16,6,1
sca5toky,0,1,12,1,9.61,1,7,1,9.8,1,10.22,0,5.84,0,8.649,3,5.84,0,-21.16,-21.16,2,1
